Wood Supply Region	Species	Pruning	Thinnning	Planting coverage	Owner size	Age (years)	TRV (m3/ha)	Thinnings (m3/ha)	Pruned logs (m3/ha)	Unpruned logs (m3/ha)	Pulplogs (m3/ha)	Unpruned thinnings (m3/ha)	Pulplog thinnings (m3/ha)
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	49	756	0	0	567	189		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	50	781	0	0	587	194		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	51	805	0	0	606	199		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	52	830	0	0	626	204		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	53	855	0	0	646	209		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	54	880	0	0	666	214		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	55	905	0	0	686	219		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	56	930	0	0	706	224		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	57	954	0	0	726	228		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	58	979	0	0	746	233		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	59	1003	0	0	766	237		
Marlborough	Douglas fir	NA	All	Planted post-1989	All sizes	60	1028	0	0	786	242		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	11	6	0	0	3	3		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	12	11	0	0	6	5		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	13	17	0	0	9	8		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	14	26	0	0	14	12		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	15	36	0	0	20	16		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	16	49	0	0	28	21		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	17	65	0	0	38	27		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	18	82	0	0	49	33		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	19	102	0	0	62	40		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	20	123	0	0	76	47		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	21	146	0	0	92	54		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	22	171	0	0	109	62		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	23	197	0	0	127	70		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	24	226	0	0	147	79		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	25	255	0	0	168	87		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	26	286	0	0	190	96		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	27	316	0	0	212	104		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	28	349	0	0	236	113		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	29	382	0	0	260	122		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	30	421	0	0	289	132		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	31	451	0	0	313	138		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	32	482	0	0	337	145		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	33	514	0	0	362	152		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	34	546	0	0	387	159		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	35	578	0	0	412	166		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	36	611	0	0	438	173		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	37	644	0	0	464	180		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	38	678	0	0	491	187		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	39	711	0	0	517	194		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	40	745	0	0	544	201		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	41	779	0	0	571	208		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	42	813	0	0	598	215		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	43	847	0	0	625	222		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	44	881	0	0	652	229		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	45	916	0	0	680	236		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	46	950	0	0	707	243		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	47	985	0	0	735	250		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	48	1019	0	0	762	257		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	49	1054	0	0	790	264		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	50	1089	0	0	818	271		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	51	1123	0	0	845	278		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	52	1158	0	0	873	285		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	53	1192	0	0	901	291		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	54	1227	0	0	929	298		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	55	1261	0	0	956	305		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	56	1296	0	0	984	312		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	57	1330	0	0	1011	319		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	58	1364	0	0	1039	325		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	59	1398	0	0	1067	331		
Marlborough	Douglas fir	NA	All	planted between 1979 and 1989	All sizes	60	1432	0	0	1095	337		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	11	43	0	2	20	21		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	12	61	0	3	30	28		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	13	83	0	5	42	36		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	14	107	0	7	55	45		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	15	135	0	11	71	53		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	16	164	0	15	87	62		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	17	195	0	19	106	70		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	18	228	0	25	125	78		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	19	262	0	31	145	86		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	20	296	0	37	166	93		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	21	332	0	44	188	100		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	22	376	0	41	208	127		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	23	406	0	52	231	123		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	24	441	0	64	256	121		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	25	475	0	77	282	116		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	26	510	0	89	304	117		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	27	545	0	104	325	116		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	28	578	0	115	342	121		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	29	613	0	126	365	122		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	30	649	0	137	387	125		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	31	684	0	147	409	128		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	32	718	0	156	430	132		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	33	751	0	165	452	134		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	34	787	0	174	475	138		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	35	819	0	181	496	142		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	36	851	0	188	518	145		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	37	887	0	196	542	149		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	38	918	0	202	564	152		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	39	949	0	209	586	154		
Marlborough	Radiata pine	Pruned	All	planted post-1989	All sizes	40	982	0	216	607	159		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	11	42	0	2	19	21		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	12	60	0	4	28	28		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	13	82	0	6	40	36		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	14	106	0	9	53	44		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	15	133	0	12	68	53		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	16	161	0	16	84	61		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	17	191	0	21	102	68		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	18	225	0	27	122	76		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	19	257	0	32	142	83		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	20	291	0	39	163	89		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	21	326	0	46	185	95		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	22	369	0	45	208	116		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	23	399	0	56	233	110		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	24	431	0	66	255	110		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	25	465	0	75	280	110		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	26	498	0	87	301	110		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	27	531	0	101	321	109		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	28	564	0	111	341	112		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	29	597	0	120	364	113		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	30	631	0	130	387	114		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	31	665	0	139	410	116		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	32	697	0	147	432	118		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	33	730	0	155	454	121		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	34	765	0	163	478	124		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	35	797	0	170	501	126		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	36	829	0	176	524	129		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	37	861	0	183	547	131		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	38	895	0	189	571	135		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	39	926	0	196	594	136		
Marlborough	Radiata pine	Pruned	All	planted pre-1990	All sizes	40	957	0	202	615	140		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	11	55	0	0	22	33		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	12	77	0	0	33	44		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	13	102	0	0	47	55		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	14	130	0	0	63	67		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	15	160	0	0	82	78		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	16	193	0	0	103	90		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	17	227	0	0	126	101		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	18	261	0	0	150	111		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	19	297	0	0	176	121		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	20	337	0	0	195	142		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	21	375	0	0	227	148		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	22	414	0	0	262	152		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	23	449	0	0	294	155		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	24	483	0	0	325	158		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	25	517	0	0	355	162		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	26	552	0	0	383	169		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	27	583	0	0	407	176		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	28	616	0	0	440	176		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	29	662	0	0	478	184		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	30	695	0	0	505	190		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	31	729	0	0	537	192		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	32	761	0	0	577	184		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	33	792	0	0	605	187		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	34	828	0	0	637	191		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	35	859	0	0	664	195		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	36	889	0	0	688	201		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	37	921	0	0	717	204		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	38	951	0	0	746	205		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	39	978	0	0	770	208		
Marlborough	Radiata pine	Unpruned	All	planted post-1989	All sizes	40	1008	0	0	796	212		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	11	56	0	0	33	23		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	12	76	0	0	46	30		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	13	99	0	0	62	37		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	14	124	0	0	79	45		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	15	152	0	0	98	54		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	16	180	0	0	118	62		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	17	210	0	0	140	70		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	18	241	0	0	162	79		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	19	272	0	0	185	87		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	20	305	0	0	205	100		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	21	340	0	0	233	107		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	22	369	0	0	257	112		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	23	397	0	0	280	117		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	24	426	0	0	303	123		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	25	455	0	0	326	129		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	26	483	0	0	347	136		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	27	512	0	0	372	140		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	28	548	0	0	400	148		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	29	577	0	0	422	155		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	30	604	0	0	444	160		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	31	631	0	0	472	159		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	32	657	0	0	492	165		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	33	687	0	0	516	171		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	34	712	0	0	535	177		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	35	737	0	0	554	183		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	36	763	0	0	574	189		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	37	786	0	0	593	193		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	38	808	0	0	611	197		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	39	830	0	0	628	202		
Marlborough	Radiata pine	Unpruned	All	planted pre-1990	All sizes	40	853	0	0	647	206		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	11	5	0	0	0	5		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	12	9	0	0	3	6		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	13	13	0	0	5	8		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	14	21	0	0	10	11		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	15	29	0	0	13	16		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	16	39	0	0	18	21		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	17	49	0	0	23	26		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	18	62	0	0	30	32		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	19	76	0	0	38	38		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	20	90	0	0	46	44		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	21	107	0	0	57	50		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	22	124	0	0	67	57		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	23	143	0	0	79	64		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	24	163	0	0	92	71		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	25	182	0	0	104	78		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	26	203	0	0	118	85		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	27	225	0	0	133	92		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	28	247	0	0	148	99		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	29	269	0	0	164	105		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	30	308	0	0	183	125		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	31	328	0	0	198	130		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	32	348	0	0	212	136		
Canterbury	Douglas fir	NA	All	all stands	large and small-scale forests	33	371	0	0	230	141		
